config,phi,T2x,THs,THd,th,eheat,aOHC,Lthx,lgla0,Ggla1,Ggla3,ggla,lgis0,Lgis1,Lgis3,Lais_smb,lais0,aais,k_toc,vgx,ggx,To,bdic,gdic,npp0,vfire,vharv,vmort,vstab,vrh1,vrh23,apass,bnpp,anpp,gnpp,bfire,gfire,brh,grh,ka,ga,k_tth,Cfr0,CO2pi,Lgla,Lais,tgla,tgis,tais,adic,aoc_1,aoc_2,aoc_3,aoc_4,aoc_5,toc_1,toc_2,toc_3,toc_4,toc_5,vrh3,aLST,grt1,grt2,krt,amin,vthaw,vfroz,ath_1,ath_2,ath_3,tth_1,tth_2,tth_3,aCO2,k_pH,T2x0
428,5.55893,5.580328,8.8809805,182.05014,0.53855175,1.8394305,0.9084683,1.6698086,0.8890585,0.7728198,0.010893328,0.18594316,0.35689273,61.898018,4.7546062,0.29564074,0.088302314,-0.00063465856,1.1869946,0.16787842,0.061645713,17.769783,0.928632,0.049096897,45.263634,0.0035373247,0.0003343615,0.10092749,0.8811021,0.09853889,0.03260124,0.7633326,0.43255764,0.19723034,0.0048891683,0.0004375909,-0.023622854,0.87143886,0.11109318,0.57418555,0.16365069,1.5140266,517.27045,275.54767,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
429,5.802276,6.363637,7.52598,79.9081,0.7436801,1.8033794,0.9040411,1.4862792,0.83025247,0.49178895,0.018162962,0.048774883,0.8613723,86.44664,7.7326593,0.47267172,-0.10985057,0.0053839297,0.9224119,0.255245,0.04973688,17.731455,0.8716059,0.02284025,46.587048,0.0100955125,0.0018466208,0.11851534,0.33817,0.18922463,0.047270913,0.86523443,2.4880738,0.18569957,-0.009124933,0.16506085,0.09454087,0.9810986,0.023524858,5.746238,0.07869036,0.96810526,578.6598,283.9808,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
430,5.941163,4.794889,9.250429,86.39967,0.7261373,1.215825,0.861769,1.868177,0.32670274,0.43219003,0.024678202,0.061814245,0.19449235,109.24554,5.662478,0.74794734,-0.13093689,0.0032721881,0.7889548,0.11307851,0.020266559,17.260906,0.7595865,0.03956627,44.297577,0.0043210033,0.019072011,0.118845396,0.11754913,0.1613717,0.018375034,0.85525393,0.98466253,0.567201,-0.007272551,-0.041593514,-0.017762838,0.96470547,0.043269485,2.2218132,0.1612246,1.0764098,682.05615,272.5269,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
431,6.0838194,4.5452614,9.20823,99.12281,0.651174,1.4960084,0.91168064,1.5021206,0.75324744,0.34976122,0.039542653,0.22136469,0.41721046,40.286224,6.3612967,0.7330555,0.18278489,0.0021895003,1.1021085,0.20114149,0.033612363,17.83023,0.93341017,0.06913246,44.63311,0.007799202,0.003350702,0.11874213,0.9182021,0.12918665,0.02194624,0.56526333,1.0518297,1.0244184,-0.0035164116,-0.12363506,0.020192694,0.67993575,0.015429802,4.492144,0.104626864,0.47990003,469.439,279.62222,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
432,5.64472,3.8517323,9.428868,92.19406,0.66537964,1.6399293,0.9282413,1.8525053,0.28992188,0.6305568,0.024154482,0.041386582,0.26970422,102.21469,7.9851418,0.5313516,0.011020731,0.0061155055,0.8989319,0.25697073,0.009332684,17.737375,0.93669605,0.038690172,55.62268,0.006213594,0.0028255063,0.123408705,0.9139857,0.056441408,0.015872272,0.62709916,0.88784975,0.9041391,0.024076445,0.0063299374,-0.07551236,1.7038933,0.02378978,2.5650024,0.097029656,0.3783053,418.93527,275.12604,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
433,4.327025,3.1703463,10.04364,159.13564,0.7583985,1.279409,0.9246044,1.681715,0.91401815,0.4424984,0.061643228,0.08862275,0.33014125,148.77544,5.378142,0.73889625,-0.13471285,0.0023000776,1.224237,0.1246381,0.009517573,18.521557,0.8692252,0.06669173,46.13118,0.006169208,0.0009076803,0.11571275,0.30603024,0.52699983,0.026091786,0.21064107,0.6377477,0.026262622,0.0048789117,-0.021877525,0.024668407,1.0642697,0.050319854,1.3293405,0.2020779,1.1533844,460.0902,275.97757,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
434,5.746773,4.5315104,7.85005,182.3708,0.7358939,1.2107879,0.9059035,1.9582148,0.59349495,0.56988215,0.043157272,0.01853368,0.3659629,46.443256,7.153337,0.5661893,-0.17498712,0.0034112323,1.1198565,0.19033456,-0.027583197,17.74309,0.8793876,0.02607401,49.62253,0.0091341045,0.003206687,0.09314653,0.2465563,0.46274433,0.025919277,0.57821476,1.4839907,0.93697995,-0.0039667655,-0.1030727,0.050261807,0.93163186,0.020966372,3.6615255,0.092847876,0.87630504,727.9807,277.43936,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
435,6.2675056,2.170108,8.619772,144.94873,0.7219303,0.76045626,0.91632164,2.1677048,0.39974135,0.12597764,0.014641599,0.04923452,0.27746555,65.17298,3.4630876,0.5548683,-0.058612272,-0.00089271925,0.9948643,0.15917073,-0.016414782,17.535429,0.7465312,0.046008047,47.42569,0.010242025,0.0014099577,0.104361184,0.15724705,1.0463963,0.025760684,0.43762028,0.90986586,0.16292407,-9.7494834e-05,-0.016465833,0.08182397,1.1571062,0.08174835,2.8232698,0.09782567,0.28353003,531.09686,273.40817,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
436,4.504733,3.8665338,8.433841,66.57041,0.76652044,2.0098226,0.9211051,1.5032187,0.68399274,0.31227827,0.019146986,0.10173065,0.3424027,42.968327,4.982437,0.61615777,0.09943036,0.0056236666,1.1871573,0.12512156,0.026259037,18.152721,0.88186675,0.040933426,48.481525,0.00787322,0.0046428475,0.11401906,0.19318539,0.0747214,0.019503249,0.45328143,0.96715444,0.15064414,0.025375288,-0.20401625,0.119213514,0.97152007,0.02447607,0.7079019,0.104256004,0.74846596,477.81485,278.27792,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
437,6.0070133,5.228278,8.979072,138.69547,0.43102837,1.1858164,0.9409878,1.7551295,0.86116034,0.12546527,0.048255935,0.10897012,0.50361776,64.85352,5.568691,0.46956754,0.15714012,0.0011988934,1.2415527,0.23810127,0.03198167,18.040232,0.86526984,0.040984653,47.678562,0.005289012,0.0010006,0.09902283,0.11835352,0.08212659,0.015689658,0.88645476,0.8655337,0.10395357,-0.025655016,-0.008626935,-0.06271769,0.59005076,0.00999229,1.3226732,0.13871096,0.43951333,329.58084,274.45563,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
438,5.254052,6.7962747,7.169154,50.423607,0.5888678,1.9856216,0.8985675,1.4307543,0.27956784,0.51009315,0.058020405,0.05600406,0.39756644,41.253433,4.807528,0.36162403,-0.043138824,0.0037722583,1.21302,0.30984536,0.02717649,17.697386,0.9611845,0.08302652,46.26676,0.0043868697,0.0017438632,0.09950729,0.21816829,1.2340617,0.016910853,0.65032846,0.66876644,0.34089857,0.0049048504,-0.0051098606,0.11549741,1.0559047,0.021034505,6.8480606,0.078516304,1.9424175,349.53625,278.93753,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
439,4.8792224,5.4100537,7.3379817,56.46388,0.6763456,1.1500878,0.90408653,1.4824752,0.25392735,0.3765153,0.043910637,0.09759074,0.3607235,106.0283,4.4420233,1.1021916,-0.111310035,0.0064367177,0.99422103,0.104785606,0.057242308,17.64923,0.802059,0.03520625,51.107906,0.0038315093,0.008296614,0.10764294,0.22603102,0.5041799,0.018405814,0.3029036,0.5080325,0.19701849,0.020612642,-0.06835822,0.024567844,0.6816003,0.09679489,4.420203,0.12441432,3.388873,817.97736,279.80328,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
440,4.2856956,5.165026,9.035901,28.247732,0.52633584,1.6640029,0.9069782,1.3801115,0.7386684,0.3461985,0.008522352,0.11060995,0.18631797,52.94589,4.6719384,0.28070325,-0.16771528,0.00091551844,0.99369997,0.43071398,0.03644569,17.493793,0.7508716,0.039844774,47.45436,0.006696158,0.0029319087,0.09085813,0.1418607,0.60148096,0.024994586,0.9249879,0.5787902,0.32433704,-0.032522447,-0.01780759,-0.03607915,0.92228615,0.088218935,1.8974919,0.10935239,0.8638661,472.55255,275.1998,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
441,4.5282087,5.052376,8.201006,161.40025,0.6148374,1.4871459,0.8780486,1.4871105,0.7498382,0.7903971,0.01638586,0.10647749,0.5419931,62.54685,5.387831,0.46533322,0.08195699,-0.0025471116,1.0383574,0.1818749,-0.024690745,17.421755,0.9946518,0.040476944,48.217594,0.0057765855,0.0023679882,0.09784868,0.30244306,0.4735339,0.010953388,0.90806794,1.6172862,0.1848396,-0.034257714,-0.16959564,0.0016574273,0.96972203,0.022481464,4.415948,0.13121885,0.37213778,500.4036,277.65512,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
442,5.411576,8.433832,8.93325,181.31729,0.8854976,2.3067064,0.8993391,1.7638451,0.63781583,0.26897413,0.011055711,0.0482799,0.31603324,56.268948,7.2535815,0.79417425,-0.03545916,0.0012334044,0.70528257,0.15115812,0.009372721,17.852581,1.0469623,0.048278313,45.673847,0.0072154817,0.010847587,0.12415487,0.15745592,0.2971328,0.055884786,0.64534146,0.47934902,0.026650457,-0.0126211615,-0.1735768,0.06868074,1.2470678,0.19054632,1.4328382,0.15637761,0.15659097,391.5699,275.8229,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
443,5.10417,2.2162778,7.578528,207.20676,0.46430743,1.1168417,0.9207749,1.7411948,0.41064408,0.09687309,0.035346728,0.10833669,0.43356895,102.90362,3.5111966,0.38762194,0.020632647,0.00011996942,1.0456073,0.23385102,0.0029316058,18.047623,0.74362904,0.03540367,41.615925,0.0031451338,0.0018951156,0.10641425,0.29195854,0.15831245,0.02115967,0.53723913,0.50526226,0.11812519,-0.006819792,-0.079329945,-0.044978995,0.68836796,0.02812624,4.0446267,0.105797574,0.48664942,370.16165,275.85025,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
444,5.766181,2.8223097,9.512167,81.32635,0.57792157,0.9529687,0.9053661,2.118464,0.5834662,0.50826305,0.019913018,0.08002563,0.2962308,74.69846,4.9986463,0.6491487,0.28665137,0.00402447,1.030943,0.13963638,0.015870694,17.486237,0.88062024,0.042485535,43.998173,0.005144637,0.0023452744,0.11767475,0.23270035,0.065177284,0.028486654,0.7080832,0.70804214,0.6776635,-0.03848522,-0.19844459,-0.014872833,1.4433844,0.020813232,1.6712784,0.13824593,0.46040857,641.6568,277.07147,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
445,5.428732,2.84985,9.833174,29.492352,0.81973875,1.5541899,0.9146198,1.6788397,0.25936678,0.16931236,0.006399297,0.089219004,0.6839272,193.37782,4.908998,0.3295234,0.083541796,0.0056636017,1.2266426,0.19858475,0.0011342523,17.54916,0.90124893,0.045242906,41.427948,0.008756038,0.0014321189,0.119166955,0.36660454,0.40059468,0.024386263,0.449096,0.3139975,0.46738404,-0.0007845614,-0.2530836,0.017272113,1.3360602,0.02097568,1.0121123,0.15399863,0.24387202,629.8814,278.27066,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
446,6.1434894,3.1985116,8.645502,98.86795,0.571535,1.5277009,0.90867203,1.4786189,0.5609082,0.6052414,0.013517357,0.13231674,0.3557727,76.88861,6.061399,0.73699206,-0.027326941,0.0024003568,0.9115286,0.19424137,0.04220848,17.50353,0.7676886,0.06376966,54.182556,0.006614432,0.0011449273,0.1163219,0.1047242,0.25996992,0.041985586,0.5507015,1.1328522,0.38861385,0.049155064,-0.17387672,0.034951247,1.3195366,0.031097721,0.565017,0.10385361,0.5708669,427.98767,278.2792,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
447,4.8607287,2.9936938,7.239781,103.4722,0.74691665,1.5742418,0.8860855,1.7967786,0.36710352,0.3481868,0.009444294,0.19197936,0.31470448,116.01551,5.2383294,0.9276389,0.121927686,0.00025878125,0.8058724,0.2794941,0.03440005,17.969734,0.9805381,0.051581103,51.94189,0.005943779,0.00044897542,0.11902771,0.058620974,0.15168087,0.022670217,0.62961096,0.7239049,1.1066326,-0.004381384,0.058947124,-0.07078027,1.0864357,0.040255427,0.7276968,0.13066055,2.4585266,457.36646,276.14114,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
448,5.656471,3.3573005,8.488359,47.17679,0.4399124,1.0895895,0.8980586,2.0606797,0.6418313,0.33225322,0.02100347,0.09084798,0.23645233,58.009514,5.1703715,0.9418896,0.013232896,0.00012692396,1.001863,0.23493995,-0.057936024,18.08943,0.7431917,0.08296397,52.167118,0.0040796692,0.0014759747,0.10799246,0.21635468,0.29151037,0.008636621,0.89227134,0.49885413,0.10208488,0.0065979655,0.1262148,0.07097615,1.3830668,0.050543033,6.8897,0.15248227,0.5423977,639.7153,274.38116,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
449,5.4244566,3.4127746,8.568103,129.31442,0.58802366,1.3956158,0.91398484,1.8930675,0.44643494,0.047184046,0.03985783,0.07501246,0.50435555,164.62375,5.902261,0.6734613,-0.13604367,0.0022685754,1.0151855,0.17404348,0.017977584,17.996088,0.8870921,0.052440155,43.980694,0.0129964445,0.0016034119,0.12700672,0.4790383,0.39717123,0.015107627,0.8352696,0.6255181,0.7427245,0.02180822,-0.056373496,0.14450997,1.1581601,0.09116226,2.1846619,0.15317659,2.437768,731.98706,277.83215,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
450,6.101964,4.4094214,8.2183075,35.747993,0.60228765,1.5982802,0.9072015,1.8323612,0.2955035,0.2310221,0.014284761,0.077488855,0.4926648,63.430126,6.720185,0.63740253,-0.0014986482,0.0035113129,1.0216295,0.17427488,0.02847371,18.456593,0.8435223,0.04861607,41.50278,0.005506627,0.0014894638,0.10938035,0.7195406,0.6260481,0.013588577,0.75569564,0.8345852,0.17352456,0.014989784,0.02566942,0.05782371,1.0583848,0.0031924618,2.6766715,0.09955099,2.6894,494.73364,270.5876,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
451,4.651255,4.4900613,7.991731,178.12408,0.60431165,1.313058,0.9179722,1.4345552,0.72117734,0.3172963,0.025005838,0.09088231,0.20891897,77.82925,6.0662794,0.8578131,0.042672288,0.005261829,0.96509427,0.22782654,0.07428949,17.319897,0.8682063,0.031730562,49.72449,0.0031992355,0.0010038791,0.102386944,0.07720983,0.012785691,0.015514921,0.7278879,0.94336426,2.6435626,0.027748713,0.21372391,0.13142681,2.9200082,0.030432524,2.8241704,0.118436694,0.2614407,515.4517,275.0622,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
452,5.1808386,10.349739,8.158108,196.18674,0.739328,1.5874745,0.9120747,1.868638,0.5842247,0.3424204,0.013457859,0.06420346,0.5285325,125.68178,6.0624657,0.5328384,-0.03453613,0.0029539694,1.0186001,0.17298527,0.06634296,18.475147,0.77196395,0.028628998,40.994694,0.008172522,0.0020586655,0.1145593,0.2916479,0.1499731,0.014712014,0.7684055,0.8340268,0.077903844,-0.028033266,-0.1453978,0.092741564,1.9208153,0.05170033,1.4146171,0.11549278,0.2564574,421.22916,281.3076,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
453,5.4749856,3.1499605,7.0323124,156.28691,0.56399333,1.3227637,0.924018,2.02693,0.37752688,0.34885097,0.030133508,0.090543695,0.37771764,56.770004,5.935954,0.4827528,0.08327988,0.0033893003,0.793642,0.26496056,0.034732077,18.32792,0.97668844,0.043585517,38.83905,0.0076830974,0.012470341,0.12449836,0.26311097,0.03330389,0.030282255,0.6149685,0.81133324,0.87074083,-0.06181021,-0.13393842,0.059772868,0.49117136,0.007954025,2.0894613,0.23316765,0.2029651,591.7608,276.51532,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
454,4.8445954,5.1786914,8.943947,146.39043,0.51021916,1.8197455,0.9073435,1.9430634,0.6802164,0.26921007,0.021962915,0.05858542,0.21807748,114.23579,4.190992,0.6951401,0.114377104,-0.0011831,1.2222797,0.14869857,-0.026935488,18.477957,0.9324545,0.018618563,44.507317,0.004453491,0.0025174494,0.10961568,0.19855875,0.105342604,0.013608486,0.6318107,0.993765,0.2867624,0.018489366,-0.08965566,0.14954984,1.1731088,0.058578562,2.5901952,0.11977757,1.7095968,641.8991,277.30002,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
455,4.8449426,6.8509927,8.967301,92.83053,0.660014,1.167829,0.9017714,2.1514103,0.34435213,0.25221127,0.018829957,0.29434982,0.47256714,44.972557,4.776383,0.5619786,-0.10768242,0.0020610206,0.8769538,0.15642534,0.002562904,18.352806,0.8294806,0.011760746,55.899147,0.005827526,0.0008277922,0.10459046,1.3068933,0.14261153,0.03126416,0.8779364,0.84927654,0.497054,-0.02127341,0.12680541,0.09146896,0.70993805,0.015810851,1.2928251,0.11190122,0.06631393,678.5198,278.7759,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
456,5.4954615,3.0699253,8.107484,210.76622,0.37174833,0.7889529,0.9047779,1.8450176,0.8970429,0.38167846,0.012853492,0.21018048,0.22467706,37.24203,3.8111482,0.950503,0.043331437,0.0073338845,0.9210324,0.17745763,0.026798774,18.185778,0.9346257,0.039653167,54.39289,0.006442545,0.00093061046,0.10910346,0.2566445,0.036978442,0.019302478,0.29423162,1.1976827,0.09764494,-0.020112958,-0.043278303,0.043535847,1.2875556,0.13700102,7.0898905,0.06657891,0.28159148,549.2229,278.55765,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
457,5.500629,6.469493,7.2812033,165.6524,0.49904078,1.3231533,0.89685,1.5820575,1.1174457,0.5008306,0.009956653,0.09805203,0.18353064,117.90897,6.7414136,0.508301,0.07674019,0.00021018162,0.8059864,0.16983688,-0.004319033,17.442108,0.8323532,0.045210212,47.577507,0.001738979,0.0028124822,0.116666645,0.36222857,0.053901423,0.012472754,0.80075526,0.792922,0.67668784,-0.017763175,-0.06872827,0.14159794,0.8948734,0.03343732,0.46456388,0.16175665,0.39189652,427.65338,278.58344,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
458,5.696391,3.1560783,7.536534,108.78672,0.6047747,1.2409368,0.894666,1.7622088,0.6730422,0.49186522,0.013339027,0.08842173,0.50095725,24.890795,5.134545,0.55529183,0.06812511,0.0033737712,0.9064418,0.11412698,0.065111116,18.16778,0.8756433,0.04468546,45.92206,0.003920207,0.0023883877,0.10831936,0.104885735,0.5296482,0.03306498,0.97774595,1.072426,0.22938159,0.020217676,-0.08545458,-0.057250388,1.2103312,0.07668387,1.360881,0.11760244,1.2062621,630.6429,279.48297,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
459,5.1462035,5.0205646,9.5401125,120.575645,0.5963223,1.4711943,0.8945342,1.8132657,0.48427013,0.2812003,0.020669008,0.09889526,0.2640244,59.700413,7.5352893,0.41250375,-0.17315182,0.003829314,1.6393157,0.1897282,-0.008133578,17.915667,0.7517266,0.02193016,39.142696,0.0039732535,0.0018556351,0.10652136,1.0622319,0.16383685,0.024882209,0.55137104,0.92272145,0.1453668,-0.0101892585,-0.101218976,-0.016667783,0.62383604,0.016657941,0.41065207,0.1015066,1.2075672,442.5061,281.65762,380.0,1200.0,190.0,481.0,2093.0,4.488762,0.866734,0.061618,0.037265,0.019565,0.014818,1.2915007,16.676,65.102,347.58,1000000000.0,8.273352e-05,1.872,0.1223,0.002946,1.341,0.9811,0.1411,0.01089,0.05086,0.1167,0.8325,18.23,251.5,3494.0,2.124,1.0,0.60890347
